"","game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1","1903_06_TeamND_TeamA2","TeamA2","TeamND",1,1,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,8032,0,0,0
"2","1903_06_TeamND_TeamA2","TeamA2","TeamND",1,2,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,8032,0,0,0
"3","1903_06_TeamND_TeamA2","TeamA2","TeamND",1,3,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,8032,0,0,0
"4","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,4,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"5","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,5,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"6","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,6,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"7","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,7,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"8","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,8,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"9","1903_06_TeamND_TeamA2","TeamA2","TeamND",2,9,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,5177,0,0,0
"10","1903_06_TeamND_TeamA2","TeamA2","TeamND",3,10,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6851,0,0,0
"11","1903_06_TeamND_TeamA2","TeamA2","TeamND",3,11,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6851,0,0,0
"12","1903_06_TeamND_TeamA2","TeamA2","TeamND",3,12,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6851,0,0,0
"13","1903_06_TeamND_TeamA2","TeamA2","TeamND",4,13,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,6851,0,0
"14","1903_06_TeamND_TeamA2","TeamA2","TeamND",4,14,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,6851,0,0
"15","1903_06_TeamND_TeamA2","TeamA2","TeamND",4,15,1,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,6851,0,0
"16","1903_06_TeamND_TeamA2","TeamA2","TeamND",5,16,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2137,0,0,0
"17","1903_06_TeamND_TeamA2","TeamA2","TeamND",5,17,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2137,0,0,0
"18","1903_06_TeamND_TeamA2","TeamA2","TeamND",6,18,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1972,0,0,0
"19","1903_06_TeamND_TeamA2","TeamA2","TeamND",6,19,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1972,0,0,0
"20","1903_06_TeamND_TeamA2","TeamA2","TeamND",7,20,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2973,0,1972,0
"21","1903_06_TeamND_TeamA2","TeamA2","TeamND",7,21,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2973,0,1972,0
"22","1903_06_TeamND_TeamA2","TeamA2","TeamND",7,22,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2973,0,1972,0
"23","1903_06_TeamND_TeamA2","TeamA2","TeamND",8,23,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2480,0,1972,0
"24","1903_06_TeamND_TeamA2","TeamA2","TeamND",8,24,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2480,0,1972,0
"25","1903_06_TeamND_TeamA2","TeamA2","TeamND",8,25,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2480,0,1972,0
"26","1903_06_TeamND_TeamA2","TeamA2","TeamND",8,26,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,2480,0,1972,0
"27","1903_06_TeamND_TeamA2","TeamA2","TeamND",9,27,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1240,2480,0,0
"28","1903_06_TeamND_TeamA2","TeamA2","TeamND",9,28,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1240,2480,0,0
"29","1903_06_TeamND_TeamA2","TeamA2","TeamND",9,29,1,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1240,2480,0,0
"30","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,30,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"31","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,31,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"32","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,32,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"33","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,33,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"34","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,34,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"35","1903_06_TeamND_TeamA2","TeamA2","TeamND",10,35,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,4503,0,0,0
"36","1903_06_TeamND_TeamA2","TeamA2","TeamND",11,36,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6674,0,0,0
"37","1903_06_TeamND_TeamA2","TeamA2","TeamND",12,37,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,9604,0,0,0
"38","1903_06_TeamND_TeamA2","TeamA2","TeamND",12,38,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,9604,0,0,0
"39","1903_06_TeamND_TeamA2","TeamA2","TeamND",12,39,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,9604,0,0,0
"40","1903_06_TeamND_TeamA2","TeamA2","TeamND",12,40,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,9604,0,0,0
"41","1903_06_TeamND_TeamA2","TeamA2","TeamND",12,41,2,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,9604,0,0,0
"42","1903_06_TeamND_TeamA2","TeamA2","TeamND",13,42,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1751,0,0,0
"43","1903_06_TeamND_TeamA2","TeamA2","TeamND",13,43,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1751,0,0,0
"44","1903_06_TeamND_TeamA2","TeamA2","TeamND",13,44,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1751,0,0,0
"45","1903_06_TeamND_TeamA2","TeamA2","TeamND",13,45,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1751,0,0,0
"46","1903_06_TeamND_TeamA2","TeamA2","TeamND",13,46,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1751,0,0,0
"47","1903_06_TeamND_TeamA2","TeamA2","TeamND",14,47,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1297,0,0,0
"48","1903_06_TeamND_TeamA2","TeamA2","TeamND",14,48,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1297,0,0,0
"49","1903_06_TeamND_TeamA2","TeamA2","TeamND",15,49,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1195,0,0,0
"50","1903_06_TeamND_TeamA2","TeamA2","TeamND",15,50,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1195,0,0,0
"51","1903_06_TeamND_TeamA2","TeamA2","TeamND",15,51,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1195,0,0,0
"52","1903_06_TeamND_TeamA2","TeamA2","TeamND",15,52,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1195,0,0,0
"53","1903_06_TeamND_TeamA2","TeamA2","TeamND",15,53,2,"Bottom",9464,9604,6523,6851,6902,6674,5177,8032,6875,1195,0,0,0
"54","1903_06_TeamND_TeamA2","TeamA2","TeamND",16,54,3,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6875,0,0,0
"55","1903_06_TeamND_TeamA2","TeamA2","TeamND",17,55,3,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6523,0,0,0
"56","1903_06_TeamND_TeamA2","TeamA2","TeamND",17,56,3,"Top",1547,1195,2480,2137,1297,1972,2973,1177,1751,6523,0,0,0
