"","game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",1,1,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6392,0,0,0
"2","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",1,2,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6392,0,0,0
"3","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",2,3,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,8969,0,6392,0
"4","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",2,4,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,8969,0,6392,0
"5","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",2,5,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,8969,0,6392,0
"6","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",2,6,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,8969,0,6392,0
"7","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",2,7,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,8969,0,6392,0
"8","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",3,8,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9618,0,0,6392
"9","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",3,9,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9618,0,0,6392
"10","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",3,10,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9618,0,0,6392
"11","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",3,11,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9618,0,0,6392
"12","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",4,12,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9921,9618,0,0
"13","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",4,13,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,9921,9618,0,0
"14","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",5,14,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7947,9921,0,9618
"15","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",5,15,1,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7947,9921,0,9618
"16","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",6,16,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1628,0,0,0
"17","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",6,17,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1628,0,0,0
"18","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",6,18,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1628,0,0,0
"19","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",6,19,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1628,0,0,0
"20","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,20,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"21","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,21,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"22","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,22,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"23","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,23,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"24","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,24,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"25","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,25,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,1628,0,0
"26","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",7,26,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1643,0,1628,0
"27","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,27,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"28","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,28,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"29","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,29,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"30","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,30,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"31","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,31,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"32","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",8,32,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1599,1643,1628,0
"33","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",9,33,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1784,1599,1643,1628
"34","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",9,34,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1784,1599,1643,1628
"35","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",9,35,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1784,1599,1643,1628
"36","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",9,36,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,1784,1599,1643,1628
"37","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,37,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"38","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,38,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"39","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,39,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"40","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,40,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"41","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,41,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"42","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",10,42,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2480,1599,1643,1628
"43","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",11,43,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2737,1599,1643,1628
"44","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",11,44,1,"Bottom",3714,7331,9618,7947,6525,8969,7873,6392,7457,2737,1599,1643,1628
"45","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",12,45,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6525,0,0,0
"46","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",12,46,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6525,0,0,0
"47","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",12,47,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6525,0,0,0
"48","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",12,48,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,6525,0,0,0
"49","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",13,49,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7873,0,0,0
"50","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",13,50,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7873,0,0,0
"51","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",13,51,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7873,0,0,0
"52","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",13,52,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7873,0,0,0
"53","1903_26_TeamNH_TeamA3","TeamA3","TeamNH",13,53,2,"Top",2171,2222,2480,1628,1784,1643,1258,1599,2737,7873,0,0,0
