"","game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,1,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,8180,0,0,0
"2","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,2,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,8180,0,0,0
"3","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,3,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6752,8180,0,0
"4","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,4,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6752,8180,0,0
"5","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,6,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6752,8180,0,0
"6","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,9,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6752,8180,0,0
"7","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,10,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6752,8180,0,0
"8","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,11,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,7225,6752,8180,0
"9","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,12,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6717,7225,6752,0
"10","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,13,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6717,7225,6752,0
"11","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,14,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,6717,7225,6752,0
"12","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,15,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,7225,6752,0
"13","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,16,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,7225,6752,0
"14","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,17,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,7225,6752,0
"15","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,18,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,7225,6752,0
"16","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,19,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,0,7225,6752
"17","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,20,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,9218,0,7225,6752
"18","1900_02_TeamKJ_TeamB","TeamB","TeamKJ",NA,21,1,"Top",2060,1041,2488,1201,2653,2614,2281,1450,2061,8901,9218,7225,6752
