"","game_str","home_team","away_team","at_bat","play_per_game","inning","top_bottom_inning","pitcher","catcher","first_base","second_base","third_base","shortstop","left_field","center_field","right_field","batter","first_baserunner","second_baserunner","third_baserunner"
"1","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",1,1,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,5646,0,0,0
"2","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,2,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"3","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,3,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"4","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,4,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"5","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,5,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"6","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,6,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"7","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",2,7,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,4205,5646,0,0
"8","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",3,8,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,3134,5646,0,0
"9","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",3,9,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,3134,5646,0,0
"10","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",3,10,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,3134,5646,0,0
"11","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",3,11,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,3134,5646,0,0
"12","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",3,12,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,3134,5646,0,0
"13","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",4,13,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,9753,5646,0,0
"14","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",4,14,1,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,9753,5646,0,0
"15","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",5,15,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,1972,0,0,0
"16","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",5,16,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,1972,0,0,0
"17","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",5,17,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,1972,0,0,0
"18","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",6,18,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,2255,0,0,0
"19","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",7,19,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,2808,0,2255,0
"20","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",8,20,1,"Bottom",6450,6386,9753,7394,9265,5646,4205,3839,7206,1684,0,2255,0
"21","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",9,21,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,9265,0,0,0
"22","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",9,22,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,9265,0,0,0
"23","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",10,23,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,7206,0,0,0
"24","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",11,24,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,6386,7206,0,0
"25","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",12,25,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,7394,7206,0,0
"26","1902_13_TeamMD_TeamA2","TeamA2","TeamMD",12,26,2,"Top",2293,2182,2526,1643,2255,1972,2808,1684,1802,7394,7206,0,0
