"","game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1","1901_04_TeamLI_TeamA3",1,57244,1.965234,54.7014,6.50448
"2","1901_04_TeamLI_TeamA3",1,57294,1.735416,48.3168,6.25047
"3","1901_04_TeamLI_TeamA3",1,57344,1.525422,42.0459,5.97231
"4","1901_04_TeamLI_TeamA3",1,57394,1.335255,35.889,5.67
"5","1901_04_TeamLI_TeamA3",1,57444,1.164912,29.84571,5.34354
"6","1901_04_TeamLI_TeamA3",1,57494,1.014396,23.91624,4.99293
"7","1901_04_TeamLI_TeamA3",1,57544,0.883704,18.10053,4.61814
"8","1901_04_TeamLI_TeamA3",1,57594,0.772839,12.39861,4.2192
"9","1901_04_TeamLI_TeamA3",1,57644,0.681801,6.81045,3.79614
"10","1901_04_TeamLI_TeamA3",1,57694,0.610584,1.336053,3.3489
"11","1901_04_TeamLI_TeamA3",2,70344,1.966794,56.2077,6.4248
"12","1901_04_TeamLI_TeamA3",2,70394,1.681296,49.815,6.08055
"13","1901_04_TeamLI_TeamA3",2,70444,1.410813,43.5303,5.70759
"14","1901_04_TeamLI_TeamA3",2,70494,1.155345,37.3539,5.30592
"15","1901_04_TeamLI_TeamA3",2,70544,0.914889,31.2858,4.87557
"16","1901_04_TeamLI_TeamA3",2,70594,0.689451,25.326,4.41648
"17","1901_04_TeamLI_TeamA3",2,70644,0.479025,19.47429,3.92871
"18","1901_04_TeamLI_TeamA3",2,70694,0.2836155,13.73079,3.4122
"19","1901_04_TeamLI_TeamA3",2,70744,0.1032189,8.09544,2.86701
"20","1901_04_TeamLI_TeamA3",2,70794,-0.0621624,2.568339,2.293104
"21","1901_04_TeamLI_TeamA3",3,88494,2.247726,54.3135,6.31548
"22","1901_04_TeamLI_TeamA3",3,88544,2.181852,48.6501,6.38655
"23","1901_04_TeamLI_TeamA3",3,88594,2.108097,43.0779,6.37542
"24","1901_04_TeamLI_TeamA3",3,88644,2.026467,37.5963,6.28209
"25","1901_04_TeamLI_TeamA3",3,88694,1.936956,32.2053,6.10662
"26","1901_04_TeamLI_TeamA3",3,88744,1.839564,26.90529,5.84895
"27","1901_04_TeamLI_TeamA3",3,88794,1.734297,21.69606,5.50911
"28","1901_04_TeamLI_TeamA3",3,88844,1.621149,16.57758,5.0871
"29","1901_04_TeamLI_TeamA3",3,88894,1.500123,11.54991,4.58292
"30","1901_04_TeamLI_TeamA3",3,88944,1.371216,6.61302,3.99654
"31","1901_04_TeamLI_TeamA3",3,88994,1.234431,1.766895,3.32799
"32","1901_04_TeamLI_TeamA3",4,100544,1.993488,58.1901,6.55587
"33","1901_04_TeamLI_TeamA3",4,100594,1.8603,51.7557,6.26568
"34","1901_04_TeamLI_TeamA3",4,100644,1.749855,45.4242,5.94666
"35","1901_04_TeamLI_TeamA3",4,100694,1.662153,39.1959,5.59884
"36","1901_04_TeamLI_TeamA3",4,100744,1.597194,33.0702,5.22216
"37","1901_04_TeamLI_TeamA3",4,100794,1.554981,27.04746,4.81665
"38","1901_04_TeamLI_TeamA3",4,100844,1.535508,21.12771,4.38231
"39","1901_04_TeamLI_TeamA3",4,100894,1.538778,15.31086,3.91914
"40","1901_04_TeamLI_TeamA3",4,100944,1.564794,9.59694,3.42717
"41","1901_04_TeamLI_TeamA3",4,100994,1.61355,3.98589,2.906328
"42","1901_04_TeamLI_TeamA3",4,101044,1.685052,-1.522176,2.356668
"43","1901_04_TeamLI_TeamA3",5,115144,1.823229,53.6127,6.3237
"44","1901_04_TeamLI_TeamA3",5,115194,1.595532,47.2338,6.02421
"45","1901_04_TeamLI_TeamA3",5,115244,1.376682,40.9608,5.70465
"46","1901_04_TeamLI_TeamA3",5,115294,1.166682,34.7943,5.36502
"47","1901_04_TeamLI_TeamA3",5,115344,0.965529,28.73358,5.00535
"48","1901_04_TeamLI_TeamA3",5,115394,0.773226,22.77906,4.62558
"49","1901_04_TeamLI_TeamA3",5,115444,0.589773,16.93062,4.22577
"50","1901_04_TeamLI_TeamA3",5,115494,0.415164,11.18829,3.80589
"51","1901_04_TeamLI_TeamA3",5,115544,0.2494065,5.55207,3.36594
"52","1901_04_TeamLI_TeamA3",5,115594,0.0924966,0.02194233,2.905905
"53","1901_04_TeamLI_TeamA3",6,133744,1.709745,52.23,6.24888
"54","1901_04_TeamLI_TeamA3",6,133794,1.469013,45.7812,5.82672
"55","1901_04_TeamLI_TeamA3",6,133844,1.239342,39.4401,5.38602
"56","1901_04_TeamLI_TeamA3",6,133894,1.020735,33.2061,4.92678
"57","1901_04_TeamLI_TeamA3",6,133944,0.813189,27.07947,4.44897
"58","1901_04_TeamLI_TeamA3",6,133994,0.616704,21.0603,3.95262
"59","1901_04_TeamLI_TeamA3",6,134044,0.431283,15.14853,3.4377
