"","game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1","1901_07_TeamLK_TeamB",1,12904,1.284543,55.4055,5.59086
"2","1901_07_TeamLK_TeamB",1,12954,1.105869,48.7677,5.43006
"3","1901_07_TeamLK_TeamB",1,13004,0.927093,42.1449,5.20326
"4","1901_07_TeamLK_TeamB",1,13054,0.748221,35.5374,4.9104
"5","1901_07_TeamLK_TeamB",1,13104,0.569247,28.94532,4.55154
"6","1901_07_TeamLK_TeamB",1,13154,0.390174,22.36839,4.12665
"7","1901_07_TeamLK_TeamB",1,13204,0.2110002,15.80667,3.63576
"8","1901_07_TeamLK_TeamB",1,13254,0.0317271,9.26022,3.07881
"9","1901_07_TeamLK_TeamB",1,13304,-0.1476456,2.729046,2.455863
"10","1901_07_TeamLK_TeamB",2,41404,1.672749,56.8827,5.5173
"11","1901_07_TeamLK_TeamB",2,41454,1.500951,50.2356,5.53791
"12","1901_07_TeamLK_TeamB",2,41504,1.341516,43.6134,5.4903
"13","1901_07_TeamLK_TeamB",2,41554,1.194444,37.0164,5.37453
"14","1901_07_TeamLK_TeamB",2,41604,1.059735,30.4443,5.19054
"15","1901_07_TeamLK_TeamB",2,41654,0.937389,23.89704,4.93833
"16","1901_07_TeamLK_TeamB",2,41704,0.827403,17.37483,4.61796
"17","1901_07_TeamLK_TeamB",2,41754,0.729783,10.87761,4.22937
"18","1901_07_TeamLK_TeamB",2,41804,0.644526,4.40535,3.77256
"19","1901_07_TeamLK_TeamB",2,41854,0.571629,-2.041926,3.24759
"20","1901_07_TeamLK_TeamB",3,74454,1.689831,55.7277,5.57274
"21","1901_07_TeamLK_TeamB",3,74504,1.316676,49.1376,5.37459
"22","1901_07_TeamLK_TeamB",3,74554,0.961098,42.5814,5.10408
"23","1901_07_TeamLK_TeamB",3,74604,0.623103,36.0591,4.76127
"24","1901_07_TeamLK_TeamB",3,74654,0.302688,29.57109,4.34613
"25","1901_07_TeamLK_TeamB",3,74704,-0.0001486326,23.11701,3.85866
"26","1901_07_TeamLK_TeamB",3,74754,-0.2854029,16.69701,3.29886
"27","1901_07_TeamLK_TeamB",3,74804,-0.553077,10.31106,2.66676
"28","1901_07_TeamLK_TeamB",3,74854,-0.803169,3.95916,1.962324
"29","1901_07_TeamLK_TeamB",3,74904,-1.035684,-2.358723,1.185561
"30","1901_07_TeamLK_TeamB",4,84704,1.758045,53.7711,6.3237
"31","1901_07_TeamLK_TeamB",4,84754,1.533639,48.2634,6.25683
"32","1901_07_TeamLK_TeamB",4,84804,1.296867,42.8007,6.09537
"33","1901_07_TeamLK_TeamB",4,84854,1.047732,37.3827,5.83938
"34","1901_07_TeamLK_TeamB",4,84904,0.786231,32.01,5.4888
"35","1901_07_TeamLK_TeamB",4,84954,0.512361,26.68221,5.04369
"36","1901_07_TeamLK_TeamB",4,85004,0.2261271,21.39939,4.50399
