"","game_str","play_id","timestamp","ball_position_x","ball_position_y","ball_position_z"
"1","1902_07_TeamMJ_TeamB",1,22462,-1.467792,52.9896,6.07818
"2","1902_07_TeamMJ_TeamB",1,22512,-1.504887,46.4253,6.02388
"3","1902_07_TeamMJ_TeamB",1,22562,-1.502019,39.8577,5.8641
"4","1902_07_TeamMJ_TeamB",1,22612,-1.459182,33.2868,5.5989
"5","1902_07_TeamMJ_TeamB",1,22662,-1.376382,26.71263,5.22822
"6","1902_07_TeamMJ_TeamB",1,22712,-1.253619,20.13528,4.75209
"7","1902_07_TeamMJ_TeamB",1,22762,-1.09089,13.55466,4.17051
"8","1902_07_TeamMJ_TeamB",1,22812,-0.888195,6.97077,3.48348
"9","1902_07_TeamMJ_TeamB",1,22862,-0.645537,0.383652,2.690976
"10","1902_07_TeamMJ_TeamB",1,22912,-0.362913,-6.20673,1.793022
"11","1902_07_TeamMJ_TeamB",2,36212,-2.248263,57.4071,6.39054
"12","1902_07_TeamMJ_TeamB",2,36262,-1.998882,50.5176,6.24495
"13","1902_07_TeamMJ_TeamB",2,36312,-1.742262,43.7199,6.00414
"14","1902_07_TeamMJ_TeamB",2,36362,-1.478403,37.0143,5.66808
"15","1902_07_TeamMJ_TeamB",2,36412,-1.207305,30.4005,5.23683
"16","1902_07_TeamMJ_TeamB",2,36462,-0.928965,23.87883,4.71033
"17","1902_07_TeamMJ_TeamB",2,36512,-0.643389,17.44899,4.08861
"18","1902_07_TeamMJ_TeamB",2,36562,-0.350571,11.11104,3.37164
"19","1902_07_TeamMJ_TeamB",2,36612,-0.0505131,4.86507,2.559468
"20","1902_07_TeamMJ_TeamB",2,36662,0.2567826,-1.288959,1.652064
"21","1902_07_TeamMJ_TeamB",3,75012,-1.996086,57.1197,5.77686
"22","1902_07_TeamMJ_TeamB",3,75062,-1.971801,50.4966,5.85744
"23","1902_07_TeamMJ_TeamB",3,75112,-1.932366,43.8435,5.80695
"24","1902_07_TeamMJ_TeamB",3,75162,-1.877778,37.1607,5.62539
"25","1902_07_TeamMJ_TeamB",3,75212,-1.808037,30.4485,5.31279
"26","1902_07_TeamMJ_TeamB",3,75262,-1.723143,23.70636,4.86912
"27","1902_07_TeamMJ_TeamB",3,75312,-1.623099,16.93458,4.29438
"28","1902_07_TeamMJ_TeamB",3,75362,-1.507902,10.13313,3.5886
"29","1902_07_TeamMJ_TeamB",3,75412,-1.377552,3.30201,2.751738
"30","1902_07_TeamMJ_TeamB",3,75462,-1.232049,-3.55884,1.783824
"31","1902_07_TeamMJ_TeamB",3,75512,-1.071396,-10.44936,0.684846
"32","1902_07_TeamMJ_TeamB",4,94412,-1.104357,55.1748,5.81955
"33","1902_07_TeamMJ_TeamB",4,94462,-1.117737,47.7297,5.71386
"34","1902_07_TeamMJ_TeamB",4,94512,-1.177158,40.3605,5.59242
"35","1902_07_TeamMJ_TeamB",4,94562,-1.28262,33.0675,5.4552
"36","1902_07_TeamMJ_TeamB",4,94612,-1.43412,25.85049,5.30226
"37","1902_07_TeamMJ_TeamB",4,94662,-1.631664,18.70947,5.13357
