"","game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1","1902_13_TeamMK_TeamB",1,1,1,30710,1,1
"2","1902_13_TeamMK_TeamB",1,1,1,31160,2,2
"3","1902_13_TeamMK_TeamB",1,1,1,31160,0,5
"4","1902_13_TeamMK_TeamB",2,1,2,41610,1,1
"5","1902_13_TeamMK_TeamB",2,1,2,42060,2,2
"6","1902_13_TeamMK_TeamB",2,1,2,42060,0,5
"7","1902_13_TeamMK_TeamB",3,1,3,55060,1,1
"8","1902_13_TeamMK_TeamB",3,1,3,55510,2,2
"9","1902_13_TeamMK_TeamB",3,1,3,55510,0,5
"10","1902_13_TeamMK_TeamB",4,1,4,69460,1,1
"11","1902_13_TeamMK_TeamB",4,1,4,69860,10,4
"12","1902_13_TeamMK_TeamB",4,1,4,69910,255,16
"13","1902_13_TeamMK_TeamB",4,1,4,70910,255,16
"14","1902_13_TeamMK_TeamB",4,1,4,71510,255,16
"15","1902_13_TeamMK_TeamB",4,1,4,71960,255,16
"16","1902_13_TeamMK_TeamB",4,1,4,72260,4,2
"17","1902_13_TeamMK_TeamB",4,1,4,73010,4,3
"18","1902_13_TeamMK_TeamB",4,1,4,74260,3,2
"19","1902_13_TeamMK_TeamB",4,1,4,74360,0,5
"20","1902_13_TeamMK_TeamB",5,2,5,120010,1,1
"21","1902_13_TeamMK_TeamB",5,2,5,120460,2,2
"22","1902_13_TeamMK_TeamB",5,2,5,120460,0,5
"23","1902_13_TeamMK_TeamB",6,2,6,142310,1,6
"24","1902_13_TeamMK_TeamB",6,2,6,142860,3,2
"25","1902_13_TeamMK_TeamB",6,2,6,143110,0,5
"26","1902_13_TeamMK_TeamB",7,2,7,164110,1,1
"27","1902_13_TeamMK_TeamB",7,2,7,164510,10,4
"28","1902_13_TeamMK_TeamB",7,2,7,164910,0,5
"29","1902_13_TeamMK_TeamB",8,2,8,197210,1,1
"30","1902_13_TeamMK_TeamB",8,2,8,197710,10,4
"31","1902_13_TeamMK_TeamB",8,2,8,200910,255,16
"32","1902_13_TeamMK_TeamB",8,2,8,201910,255,16
"33","1902_13_TeamMK_TeamB",8,2,8,202410,7,2
"34","1902_13_TeamMK_TeamB",8,2,8,203360,7,3
"35","1902_13_TeamMK_TeamB",8,2,8,204760,255,16
"36","1902_13_TeamMK_TeamB",8,2,8,205610,5,2
"37","1902_13_TeamMK_TeamB",8,2,8,205660,0,5
