"","game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1","1902_31_TeamMF_TeamA2",1,1,1,29396,1,1
"2","1902_31_TeamMF_TeamA2",1,1,1,29846,2,2
"3","1902_31_TeamMF_TeamA2",1,1,1,29846,0,5
"4","1902_31_TeamMF_TeamA2",2,1,2,43196,1,1
"5","1902_31_TeamMF_TeamA2",2,1,2,43646,2,2
"6","1902_31_TeamMF_TeamA2",2,1,2,43646,0,5
"7","1902_31_TeamMF_TeamA2",3,1,3,61846,1,1
"8","1902_31_TeamMF_TeamA2",3,1,3,62296,2,2
"9","1902_31_TeamMF_TeamA2",3,1,3,62296,0,5
"10","1902_31_TeamMF_TeamA2",4,2,4,90896,1,1
"11","1902_31_TeamMF_TeamA2",4,2,4,91346,2,2
"12","1902_31_TeamMF_TeamA2",4,2,4,91346,0,5
"13","1902_31_TeamMF_TeamA2",5,2,5,107996,1,1
"14","1902_31_TeamMF_TeamA2",5,2,5,108446,2,2
"15","1902_31_TeamMF_TeamA2",5,2,5,108446,0,5
"16","1902_31_TeamMF_TeamA2",6,2,6,123846,1,1
"17","1902_31_TeamMF_TeamA2",6,2,6,124396,2,2
"18","1902_31_TeamMF_TeamA2",6,2,6,124396,0,5
"19","1902_31_TeamMF_TeamA2",7,2,7,144396,1,1
"20","1902_31_TeamMF_TeamA2",7,2,7,144846,2,2
"21","1902_31_TeamMF_TeamA2",7,2,7,144846,0,5
"22","1902_31_TeamMF_TeamA2",8,3,8,175496,1,1
"23","1902_31_TeamMF_TeamA2",8,3,8,175946,2,2
"24","1902_31_TeamMF_TeamA2",8,3,8,175946,0,5
"25","1902_31_TeamMF_TeamA2",9,3,9,190346,1,1
"26","1902_31_TeamMF_TeamA2",9,3,9,190846,0,5
"27","1902_31_TeamMF_TeamA2",9,3,9,190846,2,2
"28","1902_31_TeamMF_TeamA2",10,3,10,208096,1,1
"29","1902_31_TeamMF_TeamA2",10,3,10,208496,10,4
"30","1902_31_TeamMF_TeamA2",10,3,10,213496,9,2
"31","1902_31_TeamMF_TeamA2",10,3,10,214196,0,5
"32","1902_31_TeamMF_TeamA2",11,4,11,354396,1,1
"33","1902_31_TeamMF_TeamA2",11,4,11,354896,2,2
"34","1902_31_TeamMF_TeamA2",11,4,11,354896,0,5
"35","1902_31_TeamMF_TeamA2",12,4,12,366946,1,1
"36","1902_31_TeamMF_TeamA2",12,4,12,367346,10,4
"37","1902_31_TeamMF_TeamA2",12,4,12,367646,0,5
"38","1902_31_TeamMF_TeamA2",13,4,13,386396,1,1
"39","1902_31_TeamMF_TeamA2",13,4,13,386796,10,4
"40","1902_31_TeamMF_TeamA2",13,4,13,386996,0,5
"41","1902_31_TeamMF_TeamA2",14,4,14,405246,1,1
"42","1902_31_TeamMF_TeamA2",14,4,14,405646,10,4
"43","1902_31_TeamMF_TeamA2",14,4,14,405946,0,5
"44","1902_31_TeamMF_TeamA2",15,4,15,450446,1,1
"45","1902_31_TeamMF_TeamA2",15,4,15,450896,10,4
"46","1902_31_TeamMF_TeamA2",15,4,15,451046,0,5
"47","1902_31_TeamMF_TeamA2",16,4,16,468646,1,1
"48","1902_31_TeamMF_TeamA2",16,4,16,469146,0,5
"49","1902_31_TeamMF_TeamA2",16,4,16,469146,2,2
"50","1902_31_TeamMF_TeamA2",17,5,17,490996,1,1
"51","1902_31_TeamMF_TeamA2",17,5,17,491396,10,4
"52","1902_31_TeamMF_TeamA2",17,5,17,491596,0,5
"53","1902_31_TeamMF_TeamA2",18,5,18,508246,1,1
"54","1902_31_TeamMF_TeamA2",18,5,18,508696,0,5
"55","1902_31_TeamMF_TeamA2",18,5,18,508696,2,2
"56","1902_31_TeamMF_TeamA2",19,5,19,518546,1,1
"57","1902_31_TeamMF_TeamA2",19,5,19,518996,10,4
"58","1902_31_TeamMF_TeamA2",19,5,19,519046,255,16
"59","1902_31_TeamMF_TeamA2",19,5,19,520046,255,16
"60","1902_31_TeamMF_TeamA2",19,5,19,520346,5,2
"61","1902_31_TeamMF_TeamA2",19,5,19,521546,5,3
"62","1902_31_TeamMF_TeamA2",19,5,19,522746,3,2
"63","1902_31_TeamMF_TeamA2",19,5,19,523946,0,5
"64","1902_31_TeamMF_TeamA2",20,6,20,555296,1,1
"65","1902_31_TeamMF_TeamA2",20,6,20,555746,2,2
"66","1902_31_TeamMF_TeamA2",20,6,20,555746,0,5
"67","1902_31_TeamMF_TeamA2",21,6,21,568046,1,1
"68","1902_31_TeamMF_TeamA2",21,6,21,568496,2,2
"69","1902_31_TeamMF_TeamA2",21,6,21,568496,0,5
"70","1902_31_TeamMF_TeamA2",22,6,22,578846,1,1
"71","1902_31_TeamMF_TeamA2",22,6,22,579246,10,4
"72","1902_31_TeamMF_TeamA2",22,6,22,579296,255,16
"73","1902_31_TeamMF_TeamA2",22,6,22,581646,1,2
"74","1902_31_TeamMF_TeamA2",22,6,22,584196,0,5
"75","1902_31_TeamMF_TeamA2",23,7,23,625796,1,1
"76","1902_31_TeamMF_TeamA2",23,7,23,626246,2,2
"77","1902_31_TeamMF_TeamA2",23,7,23,626246,0,5
"78","1902_31_TeamMF_TeamA2",24,7,24,645346,1,1
"79","1902_31_TeamMF_TeamA2",24,7,24,645796,2,2
"80","1902_31_TeamMF_TeamA2",24,7,24,645796,0,5
"81","1902_31_TeamMF_TeamA2",25,7,25,666996,1,1
"82","1902_31_TeamMF_TeamA2",25,7,25,667446,2,2
"83","1902_31_TeamMF_TeamA2",25,7,25,667446,0,5
"84","1902_31_TeamMF_TeamA2",26,7,26,690146,1,1
"85","1902_31_TeamMF_TeamA2",26,7,26,690596,10,4
"86","1902_31_TeamMF_TeamA2",26,7,26,694096,8,2
"87","1902_31_TeamMF_TeamA2",26,7,26,694646,0,5
"88","1902_31_TeamMF_TeamA2",27,8,27,819096,1,1
"89","1902_31_TeamMF_TeamA2",27,8,27,819546,2,2
"90","1902_31_TeamMF_TeamA2",27,8,27,819546,0,5
"91","1902_31_TeamMF_TeamA2",28,8,28,833096,1,1
"92","1902_31_TeamMF_TeamA2",28,8,28,833596,2,2
"93","1902_31_TeamMF_TeamA2",28,8,28,833596,0,5
"94","1902_31_TeamMF_TeamA2",29,8,29,845946,1,1
"95","1902_31_TeamMF_TeamA2",29,8,29,846496,2,2
"96","1902_31_TeamMF_TeamA2",29,8,29,846496,0,5
"97","1902_31_TeamMF_TeamA2",30,8,30,861496,1,1
"98","1902_31_TeamMF_TeamA2",30,8,30,861896,10,4
"99","1902_31_TeamMF_TeamA2",30,8,30,861946,0,5
"100","1902_31_TeamMF_TeamA2",31,8,31,881846,1,1
"101","1902_31_TeamMF_TeamA2",31,8,31,882246,10,4
"102","1902_31_TeamMF_TeamA2",31,8,31,882296,0,5
"103","1902_31_TeamMF_TeamA2",32,8,32,898246,1,1
"104","1902_31_TeamMF_TeamA2",32,8,32,898796,255,16
"105","1902_31_TeamMF_TeamA2",32,8,32,898796,0,5
"106","1902_31_TeamMF_TeamA2",33,8,33,924996,1,1
"107","1902_31_TeamMF_TeamA2",33,8,33,925396,10,4
"108","1902_31_TeamMF_TeamA2",33,8,33,930396,8,2
"109","1902_31_TeamMF_TeamA2",33,8,33,931396,0,5
"110","1902_31_TeamMF_TeamA2",34,9,34,960496,1,1
"111","1902_31_TeamMF_TeamA2",34,9,34,961046,2,2
"112","1902_31_TeamMF_TeamA2",34,9,34,961046,0,5
"113","1902_31_TeamMF_TeamA2",35,9,35,973946,1,1
"114","1902_31_TeamMF_TeamA2",35,9,35,974346,10,4
"115","1902_31_TeamMF_TeamA2",35,9,35,974396,255,16
"116","1902_31_TeamMF_TeamA2",35,9,35,975046,255,16
"117","1902_31_TeamMF_TeamA2",35,9,35,975446,255,16
"118","1902_31_TeamMF_TeamA2",35,9,35,976246,4,2
"119","1902_31_TeamMF_TeamA2",35,9,35,977596,4,3
"120","1902_31_TeamMF_TeamA2",35,9,35,978546,3,2
"121","1902_31_TeamMF_TeamA2",35,9,35,979446,0,5
"122","1902_31_TeamMF_TeamA2",36,10,36,1008096,1,1
"123","1902_31_TeamMF_TeamA2",36,10,36,1008546,2,2
"124","1902_31_TeamMF_TeamA2",36,10,36,1008546,0,5
"125","1902_31_TeamMF_TeamA2",37,10,37,1024446,1,1
"126","1902_31_TeamMF_TeamA2",37,10,37,1024846,10,4
"127","1902_31_TeamMF_TeamA2",37,10,37,1025096,0,5
"128","1902_31_TeamMF_TeamA2",38,10,38,1055296,1,1
"129","1902_31_TeamMF_TeamA2",38,10,38,1055746,2,2
"130","1902_31_TeamMF_TeamA2",38,10,38,1055746,0,5
"131","1902_31_TeamMF_TeamA2",39,10,39,1067046,1,1
"132","1902_31_TeamMF_TeamA2",39,10,39,1067496,10,4
"133","1902_31_TeamMF_TeamA2",39,10,39,1071696,255,11
"134","1902_31_TeamMF_TeamA2",39,10,39,1072096,0,5
"135","1902_31_TeamMF_TeamA2",40,11,40,1111596,1,1
"136","1902_31_TeamMF_TeamA2",40,11,40,1112096,2,2
"137","1902_31_TeamMF_TeamA2",40,11,40,1112096,0,5
"138","1902_31_TeamMF_TeamA2",41,11,41,1124846,1,1
"139","1902_31_TeamMF_TeamA2",41,11,41,1125346,2,2
"140","1902_31_TeamMF_TeamA2",41,11,41,1125346,0,5
"141","1902_31_TeamMF_TeamA2",42,11,42,1141746,1,1
"142","1902_31_TeamMF_TeamA2",42,11,42,1142246,2,2
"143","1902_31_TeamMF_TeamA2",42,11,42,1142246,0,5
"144","1902_31_TeamMF_TeamA2",43,11,43,1155346,1,1
"145","1902_31_TeamMF_TeamA2",43,11,43,1155796,2,2
"146","1902_31_TeamMF_TeamA2",43,11,43,1155796,0,5
"147","1902_31_TeamMF_TeamA2",44,11,44,1170696,1,1
"148","1902_31_TeamMF_TeamA2",44,11,44,1171196,2,2
"149","1902_31_TeamMF_TeamA2",44,11,44,1171196,0,5
"150","1902_31_TeamMF_TeamA2",45,12,45,1203646,1,1
"151","1902_31_TeamMF_TeamA2",45,12,45,1204096,2,2
"152","1902_31_TeamMF_TeamA2",45,12,45,1204096,0,5
"153","1902_31_TeamMF_TeamA2",46,12,46,1224796,1,1
"154","1902_31_TeamMF_TeamA2",46,12,46,1225196,10,4
"155","1902_31_TeamMF_TeamA2",46,12,46,1227946,255,16
"156","1902_31_TeamMF_TeamA2",46,12,46,1228646,9,2
"157","1902_31_TeamMF_TeamA2",46,12,46,1230046,0,5
"158","1902_31_TeamMF_TeamA2",47,13,47,1271346,1,1
"159","1902_31_TeamMF_TeamA2",47,13,47,1271896,2,2
"160","1902_31_TeamMF_TeamA2",47,13,47,1271896,0,5
"161","1902_31_TeamMF_TeamA2",48,13,48,1293096,1,1
"162","1902_31_TeamMF_TeamA2",48,13,48,1293546,2,2
"163","1902_31_TeamMF_TeamA2",48,13,48,1293546,0,5
"164","1902_31_TeamMF_TeamA2",49,13,49,1315896,1,1
"165","1902_31_TeamMF_TeamA2",49,13,49,1316396,10,4
"166","1902_31_TeamMF_TeamA2",49,13,49,1316896,0,5
"167","1902_31_TeamMF_TeamA2",50,13,50,1350546,1,1
"168","1902_31_TeamMF_TeamA2",50,13,50,1350946,10,4
"169","1902_31_TeamMF_TeamA2",50,13,50,1351096,0,5
"170","1902_31_TeamMF_TeamA2",51,13,51,1401596,1,1
"171","1902_31_TeamMF_TeamA2",51,13,51,1402046,10,4
"172","1902_31_TeamMF_TeamA2",51,13,51,1402346,255,16
"173","1902_31_TeamMF_TeamA2",51,13,51,1402896,255,16
"174","1902_31_TeamMF_TeamA2",51,13,51,1403346,255,16
"175","1902_31_TeamMF_TeamA2",51,13,51,1403646,5,2
"176","1902_31_TeamMF_TeamA2",51,13,51,1404346,5,3
"177","1902_31_TeamMF_TeamA2",51,13,51,1405096,4,2
"178","1902_31_TeamMF_TeamA2",51,13,51,1405746,0,5
"179","1902_31_TeamMF_TeamA2",52,14,52,1547846,1,1
"180","1902_31_TeamMF_TeamA2",52,14,52,1548296,2,2
"181","1902_31_TeamMF_TeamA2",52,14,52,1548296,0,5
"182","1902_31_TeamMF_TeamA2",53,14,53,1561946,1,1
"183","1902_31_TeamMF_TeamA2",53,14,53,1562396,2,2
"184","1902_31_TeamMF_TeamA2",53,14,53,1562396,0,5
"185","1902_31_TeamMF_TeamA2",54,14,54,1573396,1,1
"186","1902_31_TeamMF_TeamA2",54,14,54,1573846,0,5
"187","1902_31_TeamMF_TeamA2",54,14,54,1573846,2,2
"188","1902_31_TeamMF_TeamA2",55,14,55,1590296,1,1
"189","1902_31_TeamMF_TeamA2",55,14,55,1590746,0,5
"190","1902_31_TeamMF_TeamA2",55,14,55,1590746,2,2
"191","1902_31_TeamMF_TeamA2",56,14,56,1604496,1,1
"192","1902_31_TeamMF_TeamA2",56,14,56,1604946,10,4
"193","1902_31_TeamMF_TeamA2",56,14,56,1605046,0,5
"194","1902_31_TeamMF_TeamA2",57,14,57,1628146,1,1
"195","1902_31_TeamMF_TeamA2",57,14,57,1628546,10,4
"196","1902_31_TeamMF_TeamA2",57,14,57,1628646,0,5
"197","1902_31_TeamMF_TeamA2",58,14,58,1647346,1,1
"198","1902_31_TeamMF_TeamA2",58,14,58,1647796,0,5
"199","1902_31_TeamMF_TeamA2",58,14,58,1647796,2,2
"200","1902_31_TeamMF_TeamA2",59,15,59,1695546,1,1
"201","1902_31_TeamMF_TeamA2",59,15,59,1696046,2,2
"202","1902_31_TeamMF_TeamA2",59,15,59,1696046,0,5
"203","1902_31_TeamMF_TeamA2",60,15,60,1713996,1,1
"204","1902_31_TeamMF_TeamA2",60,15,60,1714446,2,2
"205","1902_31_TeamMF_TeamA2",60,15,60,1714446,0,5
"206","1902_31_TeamMF_TeamA2",61,15,61,1734696,1,1
"207","1902_31_TeamMF_TeamA2",61,15,61,1735096,10,4
"208","1902_31_TeamMF_TeamA2",61,15,61,1735496,0,5
"209","1902_31_TeamMF_TeamA2",62,15,62,1760496,1,1
"210","1902_31_TeamMF_TeamA2",62,15,62,1760946,10,4
"211","1902_31_TeamMF_TeamA2",62,15,62,1764296,255,11
"212","1902_31_TeamMF_TeamA2",62,15,62,1764896,0,5
"213","1902_31_TeamMF_TeamA2",63,16,63,1811096,1,1
"214","1902_31_TeamMF_TeamA2",63,16,63,1811596,0,5
"215","1902_31_TeamMF_TeamA2",63,16,63,1811596,2,2
"216","1902_31_TeamMF_TeamA2",64,16,64,1822846,1,1
"217","1902_31_TeamMF_TeamA2",64,16,64,1823296,2,2
"218","1902_31_TeamMF_TeamA2",64,16,64,1823296,0,5
"219","1902_31_TeamMF_TeamA2",65,16,65,1836696,1,1
"220","1902_31_TeamMF_TeamA2",65,16,65,1837146,10,4
"221","1902_31_TeamMF_TeamA2",65,16,65,1837296,0,5
"222","1902_31_TeamMF_TeamA2",66,16,66,1858196,1,1
"223","1902_31_TeamMF_TeamA2",66,16,66,1858646,10,4
"224","1902_31_TeamMF_TeamA2",66,16,66,1858746,255,16
"225","1902_31_TeamMF_TeamA2",66,16,66,1859596,255,16
"226","1902_31_TeamMF_TeamA2",66,16,66,1860096,255,16
"227","1902_31_TeamMF_TeamA2",66,16,66,1860446,255,16
"228","1902_31_TeamMF_TeamA2",66,16,66,1860696,6,2
"229","1902_31_TeamMF_TeamA2",66,16,66,1861796,6,3
"230","1902_31_TeamMF_TeamA2",66,16,66,1862796,3,2
"231","1902_31_TeamMF_TeamA2",66,16,66,1863596,0,5
"232","1902_31_TeamMF_TeamA2",67,17,67,1890746,1,1
"233","1902_31_TeamMF_TeamA2",67,17,67,1891146,10,4
"234","1902_31_TeamMF_TeamA2",67,17,67,1891346,0,5
"235","1902_31_TeamMF_TeamA2",68,17,68,1905196,1,1
"236","1902_31_TeamMF_TeamA2",68,17,68,1905746,2,2
"237","1902_31_TeamMF_TeamA2",68,17,68,1905746,0,5
"238","1902_31_TeamMF_TeamA2",69,17,69,1917446,1,1
"239","1902_31_TeamMF_TeamA2",69,17,69,1917846,10,4
"240","1902_31_TeamMF_TeamA2",69,17,69,1919696,6,2
"241","1902_31_TeamMF_TeamA2",69,17,69,1920596,0,5
"242","1902_31_TeamMF_TeamA2",70,18,70,1951296,1,1
"243","1902_31_TeamMF_TeamA2",70,18,70,1951746,0,5
"244","1902_31_TeamMF_TeamA2",70,18,70,1951746,2,2
"245","1902_31_TeamMF_TeamA2",71,18,71,1961796,1,1
"246","1902_31_TeamMF_TeamA2",71,18,71,1962196,10,4
"247","1902_31_TeamMF_TeamA2",71,18,71,1962296,255,16
"248","1902_31_TeamMF_TeamA2",71,18,71,1963496,255,16
"249","1902_31_TeamMF_TeamA2",71,18,71,1964196,4,2
"250","1902_31_TeamMF_TeamA2",71,18,71,1965246,4,3
"251","1902_31_TeamMF_TeamA2",71,18,71,1966046,3,2
"252","1902_31_TeamMF_TeamA2",71,18,71,1967096,0,5
"253","1902_31_TeamMF_TeamA2",72,19,72,2097196,1,1
"254","1902_31_TeamMF_TeamA2",72,19,72,2097646,2,2
"255","1902_31_TeamMF_TeamA2",72,19,72,2097646,0,5
"256","1902_31_TeamMF_TeamA2",73,19,73,2114596,1,1
"257","1902_31_TeamMF_TeamA2",73,19,73,2115046,10,4
"258","1902_31_TeamMF_TeamA2",73,19,73,2117946,255,16
"259","1902_31_TeamMF_TeamA2",73,19,73,2118446,8,2
"260","1902_31_TeamMF_TeamA2",73,19,73,2119896,8,3
"261","1902_31_TeamMF_TeamA2",73,19,73,2121646,4,2
"262","1902_31_TeamMF_TeamA2",73,19,73,2121646,0,5
"263","1902_31_TeamMF_TeamA2",74,19,74,2154496,1,1
"264","1902_31_TeamMF_TeamA2",74,19,74,2154946,2,2
"265","1902_31_TeamMF_TeamA2",74,19,74,2154946,0,5
"266","1902_31_TeamMF_TeamA2",75,19,75,2175646,1,6
"267","1902_31_TeamMF_TeamA2",75,19,75,2176246,3,2
"268","1902_31_TeamMF_TeamA2",75,19,75,2176246,0,5
"269","1902_31_TeamMF_TeamA2",76,NA,76,2200146,1,1
"270","1902_31_TeamMF_TeamA2",76,NA,76,2200646,2,2
"271","1902_31_TeamMF_TeamA2",76,NA,76,2200646,0,5
"272","1902_31_TeamMF_TeamA2",77,NA,77,2224896,1,1
"273","1902_31_TeamMF_TeamA2",77,NA,77,2225346,10,4
