"","game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1","1903_21_TeamNL_TeamB",1,1,1,23058,1,1
"2","1903_21_TeamNL_TeamB",1,1,1,23558,2,2
"3","1903_21_TeamNL_TeamB",1,1,1,23558,0,5
"4","1903_21_TeamNL_TeamB",2,1,2,34958,1,1
"5","1903_21_TeamNL_TeamB",2,1,2,35508,2,2
"6","1903_21_TeamNL_TeamB",2,1,2,35508,0,5
"7","1903_21_TeamNL_TeamB",3,1,3,50558,1,1
"8","1903_21_TeamNL_TeamB",3,1,3,51058,10,4
"9","1903_21_TeamNL_TeamB",3,1,3,51658,0,5
"10","1903_21_TeamNL_TeamB",4,1,4,73258,1,1
"11","1903_21_TeamNL_TeamB",4,1,4,73758,2,2
"12","1903_21_TeamNL_TeamB",4,1,4,73758,0,5
"13","1903_21_TeamNL_TeamB",5,2,6,118058,1,1
"14","1903_21_TeamNL_TeamB",5,2,6,118558,2,2
"15","1903_21_TeamNL_TeamB",5,2,6,118558,0,5
"16","1903_21_TeamNL_TeamB",6,2,7,129708,1,1
"17","1903_21_TeamNL_TeamB",6,2,7,130158,2,2
"18","1903_21_TeamNL_TeamB",6,2,7,130158,0,5
"19","1903_21_TeamNL_TeamB",7,2,9,161858,1,1
"20","1903_21_TeamNL_TeamB",7,2,9,162308,0,5
"21","1903_21_TeamNL_TeamB",7,2,9,162308,2,2
"22","1903_21_TeamNL_TeamB",8,2,10,176208,1,1
"23","1903_21_TeamNL_TeamB",8,2,10,176658,10,4
"24","1903_21_TeamNL_TeamB",8,2,10,176908,0,5
"25","1903_21_TeamNL_TeamB",9,2,11,198558,1,1
"26","1903_21_TeamNL_TeamB",9,2,11,198958,10,4
"27","1903_21_TeamNL_TeamB",9,2,11,199608,0,5
"28","1903_21_TeamNL_TeamB",10,2,12,239908,1,1
"29","1903_21_TeamNL_TeamB",10,2,12,240358,0,5
"30","1903_21_TeamNL_TeamB",10,2,12,240358,2,2
"31","1903_21_TeamNL_TeamB",11,3,13,274808,1,1
"32","1903_21_TeamNL_TeamB",11,3,13,275408,0,5
"33","1903_21_TeamNL_TeamB",11,3,13,275408,2,2
