"","game_str","play_id","at_bat","play_per_game","timestamp","player_position","event_code"
"1","1901_17_TeamLH_TeamA3",1,NA,1,22794,1,1
"2","1901_17_TeamLH_TeamA3",1,NA,1,23444,2,2
"3","1901_17_TeamLH_TeamA3",1,NA,1,23444,0,5
"4","1901_17_TeamLH_TeamA3",2,NA,6,104144,1,1
"5","1901_17_TeamLH_TeamA3",2,NA,6,104594,10,4
"6","1901_17_TeamLH_TeamA3",2,NA,6,104844,0,5
"7","1901_17_TeamLH_TeamA3",3,NA,7,125094,1,1
"8","1901_17_TeamLH_TeamA3",3,NA,7,125544,10,4
"9","1901_17_TeamLH_TeamA3",3,NA,7,125794,255,16
"10","1901_17_TeamLH_TeamA3",3,NA,7,126294,255,16
"11","1901_17_TeamLH_TeamA3",3,NA,7,126594,255,16
"12","1901_17_TeamLH_TeamA3",3,NA,7,126994,255,16
"13","1901_17_TeamLH_TeamA3",3,NA,7,129744,8,2
"14","1901_17_TeamLH_TeamA3",3,NA,7,130644,8,3
"15","1901_17_TeamLH_TeamA3",3,NA,7,132144,4,2
"16","1901_17_TeamLH_TeamA3",3,NA,7,133394,0,5
"17","1901_17_TeamLH_TeamA3",4,NA,8,157894,1,6
"18","1901_17_TeamLH_TeamA3",4,NA,8,158594,3,2
"19","1901_17_TeamLH_TeamA3",4,NA,8,159244,0,5
"20","1901_17_TeamLH_TeamA3",5,NA,9,166994,1,6
"21","1901_17_TeamLH_TeamA3",5,NA,9,167644,3,2
"22","1901_17_TeamLH_TeamA3",5,NA,9,168594,0,5
"23","1901_17_TeamLH_TeamA3",6,NA,10,181544,1,1
"24","1901_17_TeamLH_TeamA3",6,NA,10,182194,2,9
"25","1901_17_TeamLH_TeamA3",6,NA,10,184594,2,2
"26","1901_17_TeamLH_TeamA3",6,NA,10,185544,0,5
"27","1901_17_TeamLH_TeamA3",7,NA,11,200294,1,6
"28","1901_17_TeamLH_TeamA3",7,NA,11,200844,3,2
"29","1901_17_TeamLH_TeamA3",7,NA,11,201194,0,5
"30","1901_17_TeamLH_TeamA3",8,NA,12,223744,1,1
"31","1901_17_TeamLH_TeamA3",8,NA,12,224344,2,2
"32","1901_17_TeamLH_TeamA3",8,NA,12,224344,0,5
"33","1901_17_TeamLH_TeamA3",9,NA,13,244694,1,6
"34","1901_17_TeamLH_TeamA3",9,NA,13,245294,3,2
"35","1901_17_TeamLH_TeamA3",9,NA,13,246744,3,3
"36","1901_17_TeamLH_TeamA3",9,NA,13,247494,6,2
"37","1901_17_TeamLH_TeamA3",9,NA,13,248494,6,3
"38","1901_17_TeamLH_TeamA3",9,NA,13,249144,3,2
"39","1901_17_TeamLH_TeamA3",9,NA,13,250444,0,5
"40","1901_17_TeamLH_TeamA3",10,NA,14,282894,1,1
"41","1901_17_TeamLH_TeamA3",10,NA,14,283494,2,2
"42","1901_17_TeamLH_TeamA3",10,NA,14,283494,0,5
"43","1901_17_TeamLH_TeamA3",11,NA,15,295494,1,1
"44","1901_17_TeamLH_TeamA3",11,NA,15,296094,2,2
"45","1901_17_TeamLH_TeamA3",11,NA,15,296094,0,5
"46","1901_17_TeamLH_TeamA3",12,NA,16,320594,1,1
"47","1901_17_TeamLH_TeamA3",12,NA,16,321144,10,4
"48","1901_17_TeamLH_TeamA3",12,NA,16,321244,255,16
"49","1901_17_TeamLH_TeamA3",12,NA,16,322194,255,16
"50","1901_17_TeamLH_TeamA3",12,NA,16,322844,255,16
"51","1901_17_TeamLH_TeamA3",12,NA,16,323044,5,2
"52","1901_17_TeamLH_TeamA3",12,NA,16,323844,5,3
"53","1901_17_TeamLH_TeamA3",12,NA,16,324894,3,2
"54","1901_17_TeamLH_TeamA3",12,NA,16,326394,0,5
"55","1901_17_TeamLH_TeamA3",13,NA,17,359844,1,1
"56","1901_17_TeamLH_TeamA3",13,NA,17,360444,2,2
"57","1901_17_TeamLH_TeamA3",13,NA,17,360444,0,5
"58","1901_17_TeamLH_TeamA3",14,NA,18,371644,1,1
"59","1901_17_TeamLH_TeamA3",14,NA,18,372244,2,2
"60","1901_17_TeamLH_TeamA3",14,NA,18,372244,0,5
"61","1901_17_TeamLH_TeamA3",15,NA,19,384344,1,1
"62","1901_17_TeamLH_TeamA3",15,NA,19,384994,0,5
"63","1901_17_TeamLH_TeamA3",15,NA,19,384994,2,2
"64","1901_17_TeamLH_TeamA3",16,NA,20,398794,1,1
"65","1901_17_TeamLH_TeamA3",16,NA,20,399394,0,5
"66","1901_17_TeamLH_TeamA3",16,NA,20,399394,2,2
"67","1901_17_TeamLH_TeamA3",17,NA,21,417294,1,1
"68","1901_17_TeamLH_TeamA3",17,NA,21,417944,0,5
"69","1901_17_TeamLH_TeamA3",17,NA,21,417944,2,2
"70","1901_17_TeamLH_TeamA3",18,NA,22,446994,1,1
"71","1901_17_TeamLH_TeamA3",18,NA,22,447644,2,9
"72","1901_17_TeamLH_TeamA3",18,NA,22,449794,2,2
"73","1901_17_TeamLH_TeamA3",18,NA,22,450544,2,3
"74","1901_17_TeamLH_TeamA3",18,NA,22,451844,4,2
"75","1901_17_TeamLH_TeamA3",18,NA,22,452744,0,5
"76","1901_17_TeamLH_TeamA3",19,NA,23,478944,1,1
